"","unitSamplingEpisodeID","treeID","plotID","treeTagNo","speciesID","dbh_in","ht_ft","htlc_ft","cbh_ft","statusID","notes","dateCreated","crownScorch_.","maxScorchHt_ft","minBoleChar_ft","maxBoleChar_ft","burnSeverity","unitName","Error"
"188",1,2665,14,1886,1029,24.3,16.7,27.4,27.4,1,"","11/23/2016",NA,NA,NA,NA,NA,"Canteen","Logical Bound (Htlc > Ht)"
"311",1,2463,2,3835,858,0.6,5,5.5,0.5,1,"","11/17/2016",NA,NA,NA,NA,NA,"Canteen","Logical Bound (Htlc > Ht)"
"1596",11,1322,199,696,1029,10.5,34,50,34,1,"","11/8/2016",15,44,0.1,4,2,"Angel","Logical Bound (Htlc > Ht)"
"4",1,2480,4,3852,917,2.3,6,2.5,8.5,1,"","11/17/2016",NA,NA,NA,NA,NA,"Canteen","Logical Bound (Cbh > Htlc)"
"45",1,2521,7,3893,917,2.9,24.3,6,12.6,1,"","11/22/2016",NA,NA,NA,NA,NA,"Canteen","Logical Bound (Cbh > Htlc)"
"159",1,2514,7,3886,1030,5.9,20.1,6.5,7,1,"","11/17/2016",NA,NA,NA,NA,NA,"Canteen","Logical Bound (Cbh > Htlc)"
"174",1,2651,12,1872,1030,4.4,17.6,4.4,5.5,1,"","11/23/2016",NA,NA,NA,NA,NA,"Canteen","Logical Bound (Cbh > Htlc)"
"200",1,2677,15,1898,1029,4.2,13.3,5.7,6.9,1,"","11/23/2016",NA,NA,NA,NA,NA,"Canteen","Logical Bound (Cbh > Htlc)"
"1079",9,956,149,641,1030,1.3,81,2,3,1,"Top broken","",NA,NA,NA,NA,NA,"Goat","Logical Bound (Cbh > Htlc)"
"1326",10,1979,165,925,1029,13.8,75,37,46,1,"","11/14/2016",25,48,3,19,2,"Orion 2","Logical Bound (Cbh > Htlc)"
"1555",10,2112,173,3576,1029,0.4,5,0,4,1,"","11/14/2016",100,5,0,0.1,3,"Orion 2","Logical Bound (Cbh > Htlc)"
"1600",11,1313,199,188,1029,23.3,88,31,37,1,"","11/8/2016",1,21,2,10,2,"Angel","Logical Bound (Cbh > Htlc)"
"1672",11,1277,195,152,1030,10.6,47,9,10,1,"","11/8/2016",100,47,12,13,3,"Angel","Logical Bound (Cbh > Htlc)"
"1749",11,1151,187,430,1029,22.3,64,21,42,1,"","11/8/2016",10,26,1,6,2,"Angel","Logical Bound (Cbh > Htlc)"
"2043",14,1480,243,142,1030,7.4,40,8,9,1,"","11/9/2016",60,32,0,0,2,"Chumstick ZUI","Logical Bound (Cbh > Htlc)"
"2203",15,1883,259,3984,967,5.3,39,10,20,1,"","11/14/2016",NA,NA,NA,NA,NA,"Upper Rendezvous 1","Logical Bound (Cbh > Htlc)"
"2266",15,1866,257,3967,1030,7.1,43,2,3,1,"","11/14/2016",NA,NA,NA,NA,NA,"Upper Rendezvous 1","Logical Bound (Cbh > Htlc)"
"2268",15,1868,257,3969,1029,6.3,26,1,7,1,"","11/14/2016",NA,NA,NA,NA,NA,"Upper Rendezvous 1","Logical Bound (Cbh > Htlc)"
"2275",15,293,247,3308,1030,1.8,10,0.5,4.5,1,"","",NA,NA,NA,NA,NA,"Upper Rendezvous 1","Logical Bound (Cbh > Htlc)"
"2454",16,2985,267,701,1030,17.1,103,10,90,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2458",16,2989,267,705,1030,25.2,109,9,100,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2459",16,2990,267,706,1030,15.6,111,8,101,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2460",16,2991,267,707,1030,27.1,131,20,120,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2461",16,2992,267,708,1015,5.9,27,7,10,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2463",16,2994,267,710,1030,26.8,131,30,70,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2467",16,2998,269,714,1030,17.2,99,28,57,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2471",16,3002,269,718,1030,24,97,25,48,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2475",16,3006,273,722,1030,24.5,102,25,42,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2477",16,3008,273,724,1030,19.8,60,5,20,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2479",16,3010,275,726,1030,16.3,115,42,71,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2480",16,3011,275,727,1030,21.5,116,40,62,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2481",16,3012,275,728,1030,18.3,107,35,64,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2482",16,3013,275,729,1030,11.8,109,20,60,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2483",16,3014,275,730,1030,19,125,29,75,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2484",16,3015,275,731,1030,20.7,117,25,71,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2485",16,3016,275,732,1030,17.2,113,18,69,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2486",16,3017,275,733,1030,18,114,20,55,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2487",16,3018,275,734,1030,18.2,116,33,64,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2489",16,3020,277,736,1030,16.4,98,42,46,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2491",16,3022,277,738,1030,20.2,99,35,42,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2492",16,3023,277,739,1030,14.9,86,40,45,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2494",16,3025,277,741,1030,19.6,97,38,40,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2495",16,3026,279,742,1030,19.1,120,30,48,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2496",16,3027,279,743,1030,20.4,110,35,55,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2497",16,3028,279,744,1030,18.8,107,28,56,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2498",16,3029,279,745,1030,19.5,69,20,39,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2499",16,3030,279,746,1030,19.4,85,32,48,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2500",16,3031,279,747,1030,16.3,108,29,80,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2501",16,3032,279,748,1030,15.5,109,26,78,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2502",16,3033,279,749,1030,15.9,100,40,45,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2503",16,3034,279,750,1030,20.1,110,37,48,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2504",16,3035,281,751,1030,19,105,44,50,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2505",16,3036,281,752,1030,14.2,107,38,60,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2506",16,3037,281,753,1030,18,115,49,52,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2508",16,3039,281,755,1030,16.9,99,32,49,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2515",16,3046,283,763,1030,9.6,39,14,18,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2518",16,3049,283,766,1030,19.3,98,32,50,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2519",16,3050,285,767,858,2.8,10,3,6,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2520",16,3051,285,768,858,1.3,7,2,4,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2524",16,3055,285,772,858,2.4,9,3,4,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2525",16,3056,285,773,858,1.1,7,2,3,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2526",16,3057,285,774,858,5.4,31,7,10,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2527",16,3058,285,775,858,4.5,24,6,7,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2528",16,3059,285,776,858,2.9,12,2,6,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"2531",16,3062,285,779,858,4.1,30,8,19,1,"","12/1/2016",NA,NA,NA,NA,NA,"Natapoc 35","Logical Bound (Cbh > Htlc)"
"526",5,2287,71,445,1030,3.2,16,9,4,1,"","11/14/2016",60,16,2,3,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"529",5,2290,71,448,936,0.7,6.7,1,1,1,"","11/14/2016",100,6.7,0.5,1,3,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"543",5,2295,71,453,1030,0.8,7.1,3.5,2.5,1,"","11/14/2016",5,4,NA,NA,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"562",5,2246,61,404,1030,0.5,6.4,3.5,1.5,1,"","11/14/2016",95,6.4,0.1,0.5,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"565",5,2249,61,407,1030,0.8,9.9,6,2.5,1,"","11/14/2016",5,7,0.1,0.5,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"567",5,2251,63,409,1029,15,93,42,28,1,"","11/14/2016",30,65,0.5,5,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"570",5,2254,63,412,1030,7.2,45,13.5,1,1,"","11/14/2016",10,14,1,4,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"571",5,2255,63,413,1029,14.2,84,39,9.5,1,"","11/14/2016",75,83,0.1,4,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"589",5,2313,73,471,1030,0.4,6,1.5,1.5,1,"","11/14/2016",75,6,0.1,0.5,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"594",5,2318,73,476,1030,0.9,7.5,4,2,1,"","11/14/2016",30,6,0.1,0.5,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"598",5,2322,73,480,1030,0.5,7.5,2,1,1,"","11/14/2016",50,5,0,0.1,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"599",5,2323,73,481,1030,0.3,6.9,3,2.5,1,"","11/14/2016",25,5,0,0.1,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"600",5,2324,73,482,1030,1.2,7.6,3.5,2,1,"","11/14/2016",50,6.5,0.5,1,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"601",5,2325,73,483,1030,1.7,9,3,1.5,1,"","11/14/2016",10,4,1,2,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"614",5,2338,75,496,936,12.8,65,38,10,1,"","11/14/2016",15,39,2,10,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"626",5,2310,73,468,1030,0.5,7.1,2.5,2.5,1,"","11/14/2016",1,3,0.1,0.1,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"627",5,2311,73,469,1030,5.2,30,17,3.5,1,"","11/14/2016",25,25,0,1.5,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"628",5,2312,73,470,1030,2.1,10,5,2.5,1,"","11/14/2016",100,10,3,4,3,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"629",5,2353,79,3661,1030,2.1,11,6,1.5,1,"","11/14/2016",100,11,0.1,0.1,3,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"630",5,2354,79,3662,1029,1.3,9,6,2.5,1,"","11/14/2016",40,9,NA,NA,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"631",5,2315,73,473,1030,2.4,15,3.5,1.5,1,"","11/14/2016",1,5,0.1,0.5,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"635",5,2319,73,477,1030,1.1,9,3.5,2,1,"","11/14/2016",1,4,0.5,2,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"638",5,2352,79,3660,1030,9.5,44,4.5,2,1,"","11/14/2016",15,14,NA,NA,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"641",5,2355,79,3663,1030,2.2,12,6.5,1,1,"","11/14/2016",15,12,NA,NA,2,"Paradise 90","Logical Bound (MaxScorch > Htlc)"
"1269",10,2039,171,985,1030,0.9,9,1,0,1,"","11/14/2016",100,9,1,1,4,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1270",10,2044,171,990,936,0.6,7,1,1,1,"","11/14/2016",30,3,1,1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1271",10,2045,171,991,936,0.6,8,1,1,1,"","11/14/2016",30,3,1,1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1272",10,2038,171,984,1029,13.7,61,17,17,1,"","11/14/2016",10,18,0,7,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1274",10,2048,171,994,1030,1.6,12,1,0,1,"","11/14/2016",100,12,1,2,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1275",10,2049,171,995,1030,0.9,9,2,1,1,"","11/14/2016",70,9,0.1,1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1276",10,2050,171,996,936,1,7,1,1,1,"","11/14/2016",45,4,0.1,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1279",10,2040,171,986,1030,0.8,7,2,1,1,"","11/14/2016",100,7,4,4,4,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1280",10,2041,171,987,936,1.4,13,2,1,1,"","11/14/2016",65,13,2,3,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1281",10,2042,171,988,936,0.6,6,2,0,1,"","11/14/2016",70,5,1,1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1282",10,2043,171,989,1030,0.8,7,1,0,1,"","11/14/2016",100,7,2,2,4,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1283",10,2057,171,3521,936,0.3,6,1,1,1,"","11/14/2016",100,6,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1284",10,2058,171,3522,1030,0.6,6,1,1,1,"","11/14/2016",99,6,1,1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1285",10,2046,171,992,1030,0.3,5,1,0,1,"","11/14/2016",100,5,1,1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1286",10,2060,171,3524,1030,0.6,7,1,1,1,"","11/14/2016",100,7,2,2,4,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1287",10,2061,171,3525,858,2.4,12,2,1,1,"","11/14/2016",55,12,0.1,1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1291",10,2065,171,3529,1030,1,7,1,1,1,"","11/14/2016",100,7,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1293",10,2054,171,1000,858,0.3,6,1,1,1,"","11/14/2016",100,6,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1294",10,2055,171,3519,936,1.8,14,2,2,1,"","11/14/2016",60,12,0.1,1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1295",10,2056,171,3520,936,0.3,5,1,1,1,"","11/14/2016",95,5,0.1,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1298",10,2059,171,3523,1030,1.4,8,1,1,1,"","11/14/2016",100,8,1,1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1300",10,2034,171,980,1030,1.7,12,3,1,1,"","11/14/2016",80,8,0.1,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1301",10,2035,171,981,1030,0.8,7,1,0,1,"","11/14/2016",30,2,0.1,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1302",10,2036,171,982,1030,1.1,8,1,0,1,"","11/14/2016",70,6,0.1,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1304",10,1957,161,903,1030,1.4,9,1,1,1,"","11/14/2016",100,9,2,6,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1305",10,1958,161,904,1029,25.8,104,46,26,1,"","11/14/2016",99,100,5,18,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1306",10,1959,161,905,1029,25.9,94,41,22,1,"","11/14/2016",95,86,5,17,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1307",10,1960,161,906,1029,3.1,13,6,4,1,"","11/14/2016",100,13,1,8,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1308",10,1961,161,907,1030,1,7,0,0,1,"","11/14/2016",100,7,4.5,6,4,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1309",10,1962,161,908,1029,21.5,94,47,39,1,"","11/14/2016",90,88,15,20,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1310",10,1963,161,909,1030,1.8,7,0,0,1,"","11/14/2016",100,7,1,2,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1311",10,1964,161,910,1029,24.5,90,32,29,1,"","11/14/2016",100,90,1,9,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1316",10,1969,163,915,1030,5.1,24,2,2,1,"","11/14/2016",80,24,2,4,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1317",10,1970,163,916,1030,4.2,23,3,3,1,"","11/14/2016",100,23,3,4,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1318",10,1971,163,917,1029,3.8,17,10,10,1,"","11/14/2016",100,17,1,2,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1319",10,1972,163,918,1029,15.1,71,35,25,1,"","11/14/2016",95,65,1,9,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1320",10,1973,163,919,1029,23.5,103,32,26,1,"","11/14/2016",15,51,0.1,10,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1321",10,1974,165,920,1029,27.6,108,42,34,1,"","11/14/2016",20,60,1,12,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1323",10,1976,165,922,1029,17,56,20,11,1,"","11/14/2016",70,34,2,17,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1324",10,1977,165,923,1029,15,57,27,23,1,"","11/14/2016",70,45,1,11,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1325",10,1978,165,924,1029,2,10,5,5,1,"","11/14/2016",100,10,3,6,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"13261",10,1979,165,925,1029,13.8,75,37,46,1,"","11/14/2016",25,48,3,19,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1328",10,1981,165,927,1029,23.3,49,38,32,1,"","11/14/2016",100,49,1,7,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1329",10,1982,165,928,1030,5.7,24,4,2,1,"","11/14/2016",95,22,6,6,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1340",10,1993,167,939,1030,2.8,13,1,1,1,"","11/14/2016",100,13,0.1,2,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1342",10,1955,161,901,1029,0.5,5,2,2,1,"","11/14/2016",100,5,1,3,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1343",10,1956,161,902,1029,1,7,4,3,1,"","11/14/2016",100,7,1,3,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1344",10,1997,167,943,1030,0.8,8,1,1,1,"","11/14/2016",100,8,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1345",10,1998,167,944,936,0.5,6,1,0,1,"","11/14/2016",100,6,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1346",10,1999,167,945,936,0.7,7,1,0,1,"","11/14/2016",100,7,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1347",10,2000,167,946,936,0.7,7,2,1,1,"","11/14/2016",100,7,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1348",10,2001,167,947,936,0.8,8,2,1,1,"","11/14/2016",100,8,0.1,1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1349",10,2002,167,948,936,0.8,8,3,1,1,"","11/14/2016",100,8,1,1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1350",10,2003,167,949,936,0.6,6,1,1,1,"","11/14/2016",100,6,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1351",10,2004,167,950,936,1,8,1,0,1,"","11/14/2016",100,8,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1352",10,2005,167,951,936,0.4,6,2,1,1,"","11/14/2016",100,6,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1353",10,2006,167,952,1030,0.3,6,0,0,1,"","11/14/2016",65,6,0.1,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1354",10,2007,167,953,936,0.4,6,1,0,1,"","11/14/2016",90,6,1,1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1355",10,2008,167,954,936,0.3,5,1,1,1,"","11/14/2016",60,3,0,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1356",10,2009,167,955,936,0.4,6,2,1,1,"","11/14/2016",25,3,0.1,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1360",10,2013,167,959,936,0.8,5,1,1,1,"","11/14/2016",40,3,0,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1366",10,2019,169,965,1029,10,40,16,7,1,"","11/14/2016",15,18,6,10,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1369",10,2022,169,968,858,4.7,17,2,0,1,"","11/14/2016",85,17,0.1,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1377",10,2151,177,1217,936,0.4,6,1,0,1,"","11/14/2016",100,6,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1378",10,2152,177,1218,936,0.4,6,2,1,1,"","11/14/2016",95,6,0.1,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1380",10,2154,177,1220,936,0.3,5,1,1,1,"","11/14/2016",95,5,0.1,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1381",10,2155,177,1221,936,1,8,3,1,1,"","11/14/2016",100,8,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1382",10,2156,177,1222,936,0.8,7,1,1,1,"","11/14/2016",85,5,0.1,1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1384",10,2158,177,1224,936,4.7,28,1,1,1,"","11/14/2016",20,14,0.1,5,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
